#,Name,Address,Atoll,Island,District,Rooms,Beds,Phone,Fax,Email,Website,Operator,Owner/Lesse
270,Himmafushi Inn,"Hedheykuri, Bodu Kashi Magu",Kaafu,Himmafushi,,4,8,"7681479
9438956",,himmafushi.inn@gmail.com,www.himmafushiinn.com,"Hassan Muaz
G. Eeree
Male', Republic of Maldives","Moosa Ibrahim 
Hiyfaseyha 
Himmafushi, Kaafu Atoll 
Republic of Maldives"
271,Himmafushi Surfing Home,Blowing Roashan,Kaafu,Himmafushi,,3,6,,,himmafushisurfringhome@gmail.com,www.himmafushisurfinghome.com,"Fathimath Shazra 
Himmafushi Surf Home 
M. Pne Villa
Male', Republic of Maldives","Aminath Makeena
Blowing Roashan
K. Himmafushi
Republic of Maldives"
272,Hireath Island Home,"Quick Silver, Roashanee Magu",Kaafu,Guraidhoo,,5,10,9834373,,hassanshuhau55@gmail.com,,"Hireath Island Home 
Hassan Shuhau 
Soamaa
Guraidhoo, Kaafu Atoll
Republic of Maldives","Hassan Shuhau 
Soamaa
Guraidhoo, Kaafu Atoll
Republic of Maldives"
273,Hitha Maldives,"Vaadhee, Ameenee Magu",Alifu Dhaalu,Omadhoo,,4,8,9175075,,hithamaldives@gmail.com,,"Hitha Maldives (SP)
Adam Sofwan 
Athireege
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Ibrahim Nazim 
Gulbakaage
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives"
274,Hiyalee Inn,"Reef Side, Ameenee Magu",Alifu Dhaalu,Maamigili,,5,10,7759680,,hiyaleeinn@gmail.com,,"Hiyalee Investment (SP)
Ibrahim Adam (A030906)
Reef Side
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives","Ibrahim Adam 
Reef Side
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives"
275,Hoandeddhoo Inn,Uthuruge,Gaafu Dhaalu,Hoandehdhoo,,3,6,9707755,,hoandedhooinn@gmail.com,,"H-Biz Maldives Pvt Ltd 
Uthuruge
Ameenee Magu
Hoandedhoo, Gaafu Dhaalu
Republic of Maldives","Khadeeja Adam 
Uthuruge
Hoandedhoo, Gaafu Dhaalu
Republic of Maldives"
276,Holiday Cottage,Asurumaahiya,Alifu Alifu,Thoddoo,,8,16,9790184,,info@holidaycottage.com.mv,www.holidaycottage.com.mv,"Ali Jamsheed
Nooru Vaadhee 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives","Shaahidha Adam 
Asurumaage 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives"
277,Holiday Garden Rasdhoo,"Asareege, Saharaa Magu",Alifu Alifu,Rasdhoo,,6,12,7940732,,"holidaygardenrasdhoo@gmail.com
yathango@outlook.com",www.holidaygardenrasdhoo.com,"Yathango (SP)
Ahmed Ilyas 
Kaaminee Villa
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Mohamed
Asareege
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
278,Holiday Grand Thoddoo,Nooru,Alifu Alifu,Thoddoo,,4,8,7798066,,info@holidaygrand.com,www.holidaygrand.com,"Ibrahim Rameez 
Nooruvaadhee 
AA.Thoddoo 
Republic of Maldives","Zulfa Adam 
Rankokaage 
 AA.Thoddoo 
Republic of Maldives"
279,Holiday Haven Ukulhas,"	Akkaleena, Miskiyy Magu",Alifu Alifu,Ukulhas,,4,8,7776765,,info@holidayhavenukulhas.com,www.holidayhavenukulhas.com,"Holiday Haven Ukulhas (SP)
Ahmed Shafeeq 
G. Blue Line
Lonuziyaaraiy Magu
Male', Republic of Maldives","Ahmed Shafeeq
G. Blue Line
Lonuziyaaraiy Magu
Male', Republic of Maldives"
280,Holiday Home Fuvahmulah,"Funaadu, Dhoogas, Dhonmahumoodhu Hingun",Gnaviyani,Fuvahmulah,Funaadu,3,6,7775754,,holidayhomefvm@gmail.com,,"Holiday Home Fuvahmulah (SP)
Aminath Nasreena 
Funaadu, Dhoogas 
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Aminath Nasreena 
Funaadu, Dhoogas 
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives"
281,Holiday Home Kelaa,"Guraha
Dhiyares",Haa Alifu,Kelaa,,10,20,,,,,"Ashraf Rasheed 
Dhaftharu No 3875
Male', Republic of Maldives","1. Ashraf Rasheed
Dhaftharu No 3875
Male', Rep of Maldives 
2. Abdul Hannan Abdul Gayyoom 
Kaanigasdhoshuge
HA.Kelaa"
282,Holiday Home Rasdhoo,Lily Shadow,Alifu Alifu,Rasdhoo,,5,10,9123623,,rasdhooholidayhome@gmail.com,,"Mohamed Adam 
Luboagasdhoshuge 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Aiminath Ameeliya 
Joajet Villa 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
283,Holiday Mathiveri Inn,Hiyfaseyfa Vaadhee,Alifu Alifu,Mathiveri,,8,16,9840929,7786468,sales@holidaymathiveriinn.com,www.holidaymathiveriinn.com,"Ismail Shareef
Hiyfaseyhavaadhee
AA. Mathiveri
Republic of Maldives","Ismail Shareef 
Hiyfaseyhavaadhee
AA. Mathiveri
Republic of Maldives"
284,Holiday Nest,Ournest,Baa,Kendhoo,,3,6,7979891,,jazeraislandsholidays@gmail.com,,"Jazera Islands Holidays Pvt Ltd 
Ournest
Fenfalu Magu 
Kendhoo, Baa Atoll
Republic of Maldives","Abdulla Ali 
Eggamuge
Kendhoo, Baa Atoll
Republic of Maldives"
285,Holiday Village Retreat,Vaadhee,Alifu Alifu,Bodufolhudhoo,,4,8,7660020 7678698,,,www.holidayvillageretreat.com,"Village Inter-Globe Maldives Pvt Ltd 
Bahaareege AA. Bodufolhudhoo
Republic of Maldives","Riyaza Umar Bahaareege A.A Bodufolhudhoo Republic of Maldives
Republic of Maldives"
286,Holikan Baech,Maathila,Kaafu,Maafushi,,27,54,"7881140
9785311
",,info@holikan.com,,"Maathila Investments Pvt Ltd 
G. Bodugaa Villa 
Male', Republic of Maldives","1. Mariyam Nahidha , Maathila, K. Maafushi , Republic of Maldives 
2. Aishath Naajee , Maathila, K. Maafushi , Republic of Maldives 
3. Mohamed Nahid , Maathila, K. Maafushi , Republic of Maldives
4. Ahmed Nahid , Maathila, K. Maafushi , Republic of Maldives 
5. Fathimath Wadheefa , Maathila, K. Maafushi , Republic of Maldives"
287,Honors Residence,"Plot No's: C-441
C-443
C-444
C-445
C-451
C-453
C-454",Laamu,Gan,,28,56,7899911,9993119,info@honorsresidence.com,www.honorsresidence.com,"Honors Residence Pvt Ltd 
Ma. Maaranga 
Dhanburuh Magu
Male' 
Republic of Maldives
","Plot No: C-441 (Zulaikha Hassan Didi, M. Guleyseemuge, Male')
Plot No: C-443 (Mohamed Irfan, G. Galolhufehi, Male')
Plot No: C-444 (Ahmed Izuan, G. Galolhufehi, Male')
Plot No: C-445 (Abdulla Mohamed, G. Galolhufehi, Male')
Plot No: C-451 (Ibrahim Imran Abdulla, H. Galolhufehi, Male')
Plot No: C-453 (Aishath Naanee, H. Galolhufehi, Male')
Plot No: C-454 (Mariyam Hassan Didi, G. New Waves, Male')"
288,Horsburgh Island Guest House,"Fange, Goidhoo, Baa Atoll, Republic of Maldives",Baa,Goidhoo,,5,10,9996856,,info@horsburghguesthouse.com,http://www.horsburghguesthouse.com/,"Goidhoo Investments Pvt Ltd 
Ma. Petrel
Male', Republic of Maldives","Fathimath Lisana 
Finivaage
Goidhoo, Baa Atoll
Republic of Maldives"
289,House Clover,Ma. Anaarukalee,Kaafu,Male',Machchangolhi,17,34,"3005855
7733449",3009945,info@houseclovermaldives.com,www.housemaldives.com,"Ibrahim Hamdy 
Ashrafeege
Kolhufushi, Meemu Atoll
Republic of Maldives","1.Aminath Zuhura 
Ma. Anaaru Kalee
Male', Republic of Maldives
2.Rashad Mohamed , 
Ma. Anaaru Kalee
Male', Republic of Maldives'"
290,House Clover Hana,Hulhumale' Lot. No. 10794,Kaafu,Male',Hulhumale',11,22,"3355857 
9691455 
7733449",,stay@houseclovermaldives.com,,"Ahmed Niyaz 
Asrafeege
Kolhufushi, Meemu Atoll 
Republic of Maldives","Rashad Mohamed 
Ma. Anaaru Kalee
Male'
Republic of Maldives"
291,Hudhu Velaa,Yaadhu,Baa,Dhonfanu,,4,8,9868282,,novinox@gmail.com,,"Abdulla Husham Ali 
M. Kafiyaa Vilu
Male', Republic of Maldives","Mohamed Salim Ibrahim 
Husnoo Villa
Dhonfanu, Baa Atoll
Republic of Maldives"
292,Hudhufas Villa,"Hudhufas, Shaheed Ali Hingun",Alifu Alifu,Thoddoo,,4,8,"7783823
9996557",,hudhufasvilla@gmail.com,,"Hudhufas Investment Pvt Ltd 
Hulhumale' Flat No. 174-02-03
Irudheymaa Hingun
Male', Republic of Maldives","Salma Moosa 
Daisymaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
293,Hudhuveli kamadhoo,Hudhuveli,Baa,Kamadhoo,,4,8,7915318,,shad7915318@gmail.com,,"Shahid Construction 
Ahmed Shahid 
Hudhuveli,
Kamadhoo, Baa Atoll
Republic of Maldives","Ahmed Shahid 
Hudhuveli,
Kamadhoo, Baa Atoll
Republic of Maldives"
294,Hudhuveli Maldives,"Moonimaage, Ameenee Magu",Alifu Dhaalu,Omadhoo,,6,12,9900051 / 7906541,,hudhuvelimaldives@gmail.com,www.dhuvelimaldives.com,"Hussain Ali 
Moonimaage
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Hussain Ali 
Moonimaage
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives"
295,Hulha'ngu Lodge,Hulh'nguge,Kaafu,Himmafushi,,6,12,7778453,,hulhangulodge@gmail.com,,"Ahmed Hameed 
Hulhaguge
Himmafushi, Kaafu Atoll
Republic of Maldives","Ahmed Hameed 
Hulhaguge
Himmafushi, Kaafu Atoll
Republic of Maldives"
296,Hulhu Villa Beach,"Hulhumale', Lot No. 10092",Kaafu,Male',,12,24,3350929,,reservations@coconuttreemaldives.com,www.coconuttreemaldives.com,"Coconut Tree Maldives Pvt Ltd
Ma. Florifer
Champa Magu
Male', Republic of Maldives","Hassan Ali Manik
Ma. Florifer
Champa Magu
Male,' Republic of Maldives"
297,Huraa East Inn,Endheri,Kaafu,Huraa,,3,6,9633966,,huraa.eastinn@outlook.com,,"Ahmed Naushad 
Morning Sun 
Huraa, Kaafu Atoll
Republic of Maldives","Mohamed Nasih 
Endheri
K. Huraa
Republic of Maldives"
298,Huvan Beach,Hulhumale' Lot. No. 10710,Kaafu,Male',Hulhumale',22,44,"3355899
7784281",3355799,huvan.maldives@gmil.com,www.huvanbeach.com,"Huvan Private Limited 
H. Raintree, 3B
Male', Republic of Maldives","Fathimath Shenaalee Hussain 
M.Pink Flower
Muniyaa Magu
Male', Republic of Maldives"
299,Huvan Inn,Happy Garden,Vaavu,Fulidhoo,,5,10,9777751,,,,"Moosa Afzal 
Happy Garden
Fulidhoo, Vaavu Atoll 
Republic of Maldives","Zubaidhaa Abdul Rahman 
Happy Garden 
Fulidhoo, vaaavu Atoll
Republic of Maldives"
300,iCom Marina Sea View,"Dhilkash, Rahvashaa Hingun",Kaafu,Maafushi,,36,72,7771931,,info@icomtours.com,,"ICom Company Pvt Ltd 
Janbumaage
Maafushi, Kaafu Atoll
Republic of Maldives","Hussain Thoriq 
Dhilkash
Maafushi, Kaafu Atoll
Republic of Maldives"
301,Ihaven Thulusdhoo,Hivvaru,Kaafu,Thulusdhoo,,8,16,"7604426
7794366",,mohamed@ihaventhulusdhoo.com,,"Mohamed Sanih 
Dhaftharu, No. Dh R 1427
Male', Republic of Maldives","Mohamed Adam 
Hiyvaru
Thulusdhoo, Kaafu Atoll
Republic of Maldives"
302,Ikhfa Guesthouse,Ikhfa,Noonu,Velidhoo,,8,4,7255787,,ikhfamaldives@gmail.com,,"Abdulla Hafeez
Ikhfaa Maldives  
Happy Side
Velidhoo, Noonu Atoll 
Republic of Maldives","Abdulla Hafeez
Happy Side
Velidhoo, Noonu Atoll 
Republic of Maldives"
303,Ila Grand,"Hulhumale' Lot No. 11118, Nirolhumagu",Kaafu,Male',Hulhumale',12,24,3350300,,info@sunsetmaldives.com,,"Sun Set M 
Mohamed Mufeed 
H. Alanaasimaage, 2nd Floor
Male', Republic of Maldives","Afsha Hussain 
Funaadu, Falhagadige
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives"
304,Ilaa Beach Maldives,Dhoores,Kaafu,Gulhi,,13,26,7979752,,ilaabeachmaldives@gmail.com,,"Thauheed Salym 
Mirusgasdhoshuge
Dhevvadhoo, Gaafu Alifu Atoll 
Republic of Maldives","Mohamed Areef 
Dhoores
Gulhi, Kaafu Atoll 
Republic of Maldives"
305,Infinity Dhiffushi,"Nazufaru, Aakuri Magu",Kaafu,Dhiffushi,,7,14,9942907,,infinitydhiffushi@gmail.com,,"Mohamed Zafar 
Janbumaage
Dhiffushi, Kaafu Atoll
Republic of Maldives","Mohamed Zafar 
Janbumaage
Dhiffushi, Kaafu Atoll
Republic of Maldives"
306,Inguraidhoo Beach Inn,"Blue Heaven, Hihfaseyha Magu",Raa,Inguraidhoo,,5,10,7994548,,mary404504@gmail.com,,"Inguraidhoo Beach Inn (SP)
Mariyam Aboobakuru 
White Fish
Maafushi, Kaafu Atoll
Republic of Maldives","Umar Adam 
Dhaftharu. No RS 2868
Male', Republic of Maldives"
307,Into the Blue Lodge,Blue Sky,Vaavu,Keyodhoo,,8,16,7546583,,ayya08228@gmail.com,,"Ali Shahid
Fihaarage
V. Keyodhoo
Republic of Maldives","Shakeela Abdullah
Fihaarage
V. Keyodhoo
Republic of Maldives"
308,Iris Beach Residence,Iris,Kaafu,Guraidhoo,,11,22,7784519,,info@irisbeachresidence.com,,"Mr. Abdul Shakoor 
Mirusmaage, 
Guraidhoo, Kaafu Atoll 
Republic of Maldives","Mr. Abdul Shakoor 
Mirusmaage, 
Guraidhoo, Kaafu Atoll 
Republic of Maldives"
309,Iru Guest House,"Noomaage, Ameer Ameen Magu",Kaafu,Thulusdhoo,,5,10,9807987,,irumaldives@outlook.com,,"A4H Pvt. Ltd.
Vadhoo
Thulusdhoo, Kaafu Atoll","Azeeza Ali 
Noomaage
Thulusdhoo, Kaafu Atoll"
310,Isla Dhiffushi,Noovil,Kaafu,Dhiffushi,,7,14,7670100,,isla.dhiffushi@gmail.com,,"Isla Dhiffushi (SP)
Ali Sajdee 
Noovil
Dhiffushi, Kaafu Atoll
Republic of Maldives","Majdee Ibrahim 
Noovil 
Dhiffushi, Kaafu Atoll
Republic of Maldives"
311,Island Ambience,"Four Season, Iruvai Magu",Kaafu,Maafushi,,7,14,7730842,,cognitive.islands@gmail.com,,"Cognitive Pvt Ltd 
M. Eastern Star
Muiveyo Magu
Male', Republic of Maldives","Hafsa Abdul Matheen 
Dhaftharu No RS 13464
Male', Republic of Maldives"
312,Island Break,Javaahiru,Vaavu,Fulidhoo,,7,14,9969988,,islandbreakmaldives@gmail.com,,"3. M. I Company Private Limited
Huvandhumaa Aage
Fulidhoo, Vaavu Atoll
Republic of Maldives","Ahmed Zahir
Javaahirumaage
Fulidhoo, Vaavu Atoll
Male', Republic of Maldives"
313,Island Grand Maldives,fullmoon,Alifu Dhaalu,Hangnaameedhoo,,5,10,9415476,,islandgrandmaldives@gmail.com,www.islandgrandmaldives.com,"Arizonelife Maldives                    Ahmed Rizkhan Mohamed     Dhaftharu No RS 13710  
Male', Republic of Maldives","Adam Zahir 
Penzeemaage  
Hangnaameedhoo, Alifu Dhaalu Atoll Republic Of Maldives"
314,Island Guest,"Macury, Basheeree Hingun, Maamendhoo, Gaafu Alifu Atoll, Republic of Maldives",Gaafu Alifu,Maamendhoo,,4,8,9555255,,islandguesthouse1@gmail.com,http://www.islandguest.net/,"Odel 
Abdulla Rasheed 
Coral Berry
Maamendhoo, Gaafu Alifu Atoll
Republic of Maldives","Muna Maahir
Macury
Maamendhoo, Gaafu Alifu Atoll
Republic of Maldives"
315,Island Holiday Lodge,Luboamaage,Vaavu,Keyodhoo,,3,6,7504114,,islandholidaylodge@gmail.com,,"K One
Mohamed Ibrahim Fulhu
Bahaaruge
Velidhoo, Noonu Atoll
Republic of Maldives","Fathimath Zuhaira (A091054)
Luboamaage
Keyodhoo, Vaavu Atoll
Republic of Maldives"
316,Island Home Inn,Uranus,Alifu Alifu,Ukulhas,,8,16,7989552,,info@islandhomeinn.com,,"Shaukath Ibrahim 
Udhares
Ukulhas, Alifu Alifu Atoll 
Republic of Maldives","Abida Ali 
Uranus 
Ukulhas, Alifu Alifu Atoll 
Republic of Maldives"
317,Island Host,Vienna,Noonu,Velidhoo,,3,6,7914935,-,info@theislandhost.com,www.theislandhost.com,"Famco Pvt Ltd 
Fongamaage
Velidhoo, Noonu Atoll
Republic of Maldives","Abdul Rahman Moosa
Viena
Velidhoo,Noonu Atoll
Republic of Maldives"
318,Island Luxury Dive,"Blue Star, Rahvehi Hingun",Baa,Fulhadhoo,,8,16,7772458,,ziyad@secretparadise.mv,,"Secret Paradise Pvt Ltd 
Hulhumale' Commercial Unit B-01-03 
Huvandhumaa Hingun
Male', Republic of Maldives","Mohamed Saneez 
New Star
Fulhadhoo, Baa Atoll
Republic of Maldives"
319,Island Luxury Fulhadhoo,Ocean Front,Baa,Fulhadhoo,,8,16,7772458,,ziyad@islandluxury·mv,www·islandluxury·mv,"Secret Paradise Pvt Ltd 
Hulhumale' FLAT 2-2-10, 23000
Male', Republic of Maldives","Ali Azuhar 
Hanifaru
Fulhadhoo, Baa Atoll
Republic of Maldives"
320,Island Pavilion Adh. Hangnaameedhoo,"Pavilion, Nikagas Magu",Alifu Dhaalu,Hangnaameedhoo,,6,12,7788041,,info@island-pavilion.com,www.island-pavilion.com,"Island Pavilion ADh. Hangnaameedhoo (SP)
Mohamed Sayaz 
Heenaamaage
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Mohamed Sayaz 
Heenaamaage
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives"
321,Island Scuba Inn,Okayge,Alifu Dhaalu,Dhangethi,,7,14,9980287,,fathmathsana-rauf@gmail.com,,"Abdul Rauf Abdul Samad
Blue Heaven
Dhangethi, Alif Dhaalu Atoll
Republic of Maldives","Abdul Samad Ahmed
Blue Heaven
Dhangethi, Alif Dhaalu Atoll
Republic of Maldives"
322,Island Zephyr,Shine,Baa,Goidhoo,,10,20,7795264,,senjpvtltd@gmail.com,,"Sen J Pvt Ltd
G. Etna
Kalhuhuraa Magu 
Male', Republic of Maldives","Zoona Ibrahim 
Hudhuveli 
Goidhoo, Baa Atoll
Republic of Maldives"
323,Islandlifemaldives Retreat & Spa,"1.	Vidhuvaru 2.	Aavehi 3.	Vaadhee 4.	Tikana Magoodhoo",Noonu,Magoodhoo,,11,22,7457972,,admin@islandlifemaldives.info,,"Islandlife Retreat & Spa Pvt Ltd 
H. Rabee ee Manzil 
Sosun Magu 
Male’, Republic of Maldives","Owner of Vidhuvaru:  
Aishath Yousuf 
Green House
F. Magoodhoo, Republic of Maldives 
Owner of Aavehi: 
Ibrahim Nasir 
Bluege,  F. Magoodhoo, Republic of Maldives
Owner of Vaadhee: 
Abdul Rahman Zahir 
Saljamuge, F. Magoodhoo, Republic of Maldives
Owner of Tikana: 
Abdul Sattar Sulaiman 
Dhaftharu No. RS 11737,
Republic of Maldives"
324,Isle Heron,Vinavi,Faafu,Nilandhoo,,8,16,7743766,,reservations@isleheron.com,,"Dhonmoosa Investments Pvt. Ltd. 
Zahiyya Manzil
Feeali, Faafu Atoll
Republic of Maldives","Mohamed Khaleel 
Mirusmaage
F. Nilandhoo
Republic of Maldives"
325,Isle Royal Inn,Fasfiya,Gnaviyani,Fuvahmulah,,4,8,6861946,,info@isle.com.mv,www.isle.com.mv,"Riser Pvt Ltd 
Ma. Cherry Park 
Vaidheri Hingun
Male', Republic of Maldives","Ahmed Hussain 
Maalegan, Shady Rest
Gn. Fuvahmulah
Republic of Maldives"
326,Ithaa Beach Maldives,Garden,Kaafu,Guraidhoo,,4,8,9992768,,hamdhaan888@gmail.com,,"Ahmed Hamdhaan
Shaadhee Villa
GDh. Dhevvadhoo
Republic of Maldives","Afiya Ali
Abadhah Hiyaa
K. Guraidhoo
Republic of Maldives"
327,Ithaa Dhigurah,Shine,Alifu Dhaalu,Dhigurah,,6,12,9498880,,ithaadhigurah@gmail.com,www.ithaadhigurah.com,"Ithaa Dhigurah Pvt. Ltd. 
Valencia
Dhigurah, Alifu Dhaalu Atoll 
Republic of Maldives","Abdul Latheef Abdul Kareem 
Valencia
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives"
328,Ithaa Hiyaa,"Happy Night, Valu Magu",Kaafu,Dhiffushi,,5,10,7779493,,munaad@gmail.com,,"Micronet 
Hussain Munad Ibrahim 
M. Ithamuiyge 1
Male', Republic of Maldives","1. Mohamed Ziyad (
Happy Night, K. Dhiffushi, Republic of Maldives
2. Fathimath Areefa 
Happy Night, K. Dhiffushi, Republic of Maldives
3. Ahmed Shiyaz 
Happy Night, K. Dhiffushi, Republic of Maldives
4. Ali Shiram
Happy Night, K. Dhiffushi, Republic of Maldives
5. Hussain Sham 
Happy Night, K. Dhiffushi, Republic of Maldives"
329,Ithaa Inn Kamadhoo,"Ithaa, Feeroaz Magu",Baa,Kamadhoo,,4,8,9572244,,ithaainn.kamadhoo@gmail.com,http://www.ithaainnkamadhoo.com/,"Ithaa Inn Kamadhoo (SP)
Mohamed Shujau 
Ithaa
Kamadhoo, Baa Atoll
Republic of Maldives","Mohamed Shujau (A110893)
Ithaa
Kamadhoo, Baa Atoll
Republic of Maldives"
330,Ithaa Thoddoo Inn,Keeli,Alifu Alifu,Thoddoo,,6,12,"6660537
9999992",,ibrahimnafiz.chica@gmail.com,,"Ibrahim Nafiz 
Athamaage
Nadellaa, Gaafu Dhaalu Atoll
Republic of Maldives","Mariyam Shakeeba 
Keeli
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
331,Ivilaa View,Vinavi,Faafu,Nilandhoo,,8,16,9895551,,admin@ivilaa.com,http://www.ivilaa.com/,"Ivilaa Pvt. Ltd. 
M. Kudhimaa Villaa
Handhuvaree Hingun
Republic of Maldives","Mohamed Khaleel 
Mirusmaage
F. Nilandhoo
Republic of Maldives"
332,Jail Break Surf Inn,Akiri,Kaafu,Himmafushi,,4,8,7779847,,jailbreaksurfinn@gmail.com,,"Abdulla Ameen
Akiri
Himmafushi, Kaafu Atoll
Republic of Maldives","Khalida Moosa Fulhu
Sinah Ahmed
Shaadh Ahmed
Ibrahim Shaafee
Abdulla Ameen"
333,Jerrys Dive Lodge,Hudhuasurumaage,Alifu Alifu,Rasdhoo,,5,10,7727876,,jerry.diving@gmail.com,,"Jerry's Dive Maldives 
Ali Muththalib 
Gulaabee Gulshan
Maradhoo, Seenu Atoll
Republic of Maldives","Haroon Mohamed 
Alimasge 
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives"
334,Jeym Lodge,Blue Berry Moonlight Goalhi,Alifu Alifu,Thoddoo,,14,28,9160614,,jeymlodge@gmail.com,www.jeymlodge.com,"Ran Karaa 
Ali Rasheed
Jeymgasdhoshuge
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Faheema Moosa 
Bluekiyaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
335,Jupiter Sunrise Lodge,Jupitor,Vaavu,Keyodhoo,,4,8,7973856,,info@jupiter-sunrise-lodge.com,www.jupiter-sunrise-lodge.com,"Hussain Hafiz 
Jupiter
Keyodhoo, Vaavu Atoll
Republic of Maldives","Hussain Hafiz 
Fehi Villa, 
Keyodhoo, Vaavu Atoll
Republic of Maldives"
336,K Inn,Fair view,Kaafu,Kaashidhoo,,8,16,7922272,7991229,bestpricehardware@live.com,,"Mohamed Shareef 
Green Villa 
Thakandhoo . Haa Alifu Atoll 
Republlic of Maldives","Yoosuf Shujau 
Day Light 
Kaashidhoo , kaaf Atoll 
Republic of Maldives"
337,Kaafu Inn,Hudhufas,Kaafu,Guraidhoo,,4,8,9797991,9149183,kaafuinn@gmail.com,,"Kaafu Inn (SP)
Wafir Abdul Razzag 
Hudhufas, Gulsamfaa Magu
Guraidhoo, Kaafu Atoll
Republic of Maldives","Wafir Abdul Razzag 
Hudhufas, Gulsamfaa Magu
Guraidhoo, Kaafu Atoll
Republic of Maldives"
338,Kaani Beach,Raiyvilaage,Kaafu,Maafushi,,18,36,9933626,,info@kaanibeach.com,,"Asna Investment Pvt Ltd 
H.Marvel, Filigas magu Male, 
Republic of Maldives","Mukhthar Mohamed 
Raiyvilaage
K. Maafushi"
339,Kaani Grand Seaview,Vaijeheyge,Kaafu,Maafushi,,56,130,9533626,,info@kaanihotels@.com,www.kaanigrandseaview.com,"Kaani Hotels and Tours Pvt Ltd 
H. Ocean Villa
Kaani Goalhi
Male'. Republic of Maldives","1. Moosa Galib 
Vaijeheyge
Maafushi, Kaafu Atoll
Republic of Maldives 
2. Sheeza Hassan 
Vaijeheyge
Maafushi, Kaafu Atoll
Republic of Maldives
3. Hussain Kaub
Vaijeheyge
Maafushi, Kaafu Atoll
Republic of Maldives
4. Ali Hassan
Vaijeheyge
Maafushi, Kaafu Atoll
Republic of Maldives"
340,Kaani Lodge,H. Ocean Villa,Kaafu,Male',Henveiru,12,24,3003626,3004838,reservationskaanilodge@gmail.com,,"Asna Investment Pvt Ltd 
H.Marvel, Filigas Magu 
Male, Republic of Maldives","Abdulla Nasheed 
H.Ocean Villaa
Kaani Goalhi 
Male', Republc of Maldives"
341,Kaani Palm Beach,"Relic, Ziyaaraiy Magu",Kaafu,Maafushi,,105,210,"7771187
7778493
7988553",,info@kaanimaldives.com,http://www.kaanipalm.com/,"Asna Investments Pvt Ltd 
H. Marvel
Roashanee Magu
Male', Republic of Maldives","1. Shauza Aslam 
Faalandhoshuge, K. Maafushi, Republic of Maldives
2. Aishath Aan Aslam 
Maavadiaage, K. Maafushi, Republic of Maldives
3. Ahmed Akyan Aslam 
Maavadiaage, K. Maafushi, Republic of Maldives
4. Ibrahim Ashham 
Maavadiaage, K. Maafushi, Republic of Maldives"
342,Kaani Village,Athamaa ge,Kaafu,Maafushi,,20,40,"9113626
3004838",,info@kaanibeach.com,www.kaanibeach.com,"Asna Investment Pvt Ltd 
H.Marvel, Filigas magu Male, 
Male', Republic of Maldives","Surayya Ismail
Finifen Villa
K. Maafushi 
Republic of Maldives"
343,Kahanbu Ocean View,"1. Ihaa & 2. Aligaa Hulhangubai, Neruvelimagu",Kaafu,Thulusdhoo,,3,6,7715839,,chikaa_83@yahoo.com,,"Kahanbu Ocean View (SP)
Hassan Nasih 
Bahaaru Moosum
Thulusdhoo, Kaafu Atoll
Republic of Maldives","Owner of Ihaa:
Ahmed Asif 
Aligaa, Thulusdhoo, Kaafu Atoll
Republic of Maldives  
Owner of Aligaa Hulhangubai:
Aminath Ulfa 
Aligaa
Thulusdhoo, Kaafu Atoll
Republic of Maldives"
344,Kalhumuraka Guest House,Veli,Vaavu,Keyodhoo,,4,8,7976664,,info@murakadiving.com,www.murakadiving.com,"Adam Rasheed 
Fehividhuvaruge
V. Keyodhoo
Republic of Maldives","Ahmed Rashid 
Veli 
V. Keyodhoo
Republic of Maldives"
345,Kam,H Roanuge Meheli Goalhi,Kaafu,Male',Henveiru,27,54,3320611,3320614,gm@kamhotel.com.mv,www.kamhotel.com.mv,"Kam Company Pvt Ltd 
H. Maagala
Meheli Goalhi
Male', Republic of Maldives","Mohamed Manih Ahmed 
G. Nooraanee Villa No. 2
Majeedheee Magu
Male', Republic of Maldives"
